state;action_reward;n_state
581&3|195&4|230&3|449&3|402&2|959&2|563&2|860&3|432&2|239&3|615&3|434&4;416&2|420&3|99&2|102&2;581&3|195&4|230&3|449&3|402&2|959&2|563&2|860&3|432&2|239&3|615&3|434&4|416&2|420&3|99&2|102&2
317&5|1028&3|201&2|179&4|114&5|168&3|98&4|139&1|178&5|946&1|501&3|61&5;451&2|556&3|452&2|227&1;317&5|1028&3|201&2|179&4|114&5|168&3|98&4|139&1|178&5|946&1|501&3|61&5|451&2|556&3|452&2|227&1
50&5|222&5|117&5|15&4|243&4|472&4|327&4|866&3|1117&2|300&5|96&5|266&5;172&5|183&5|89&5|385&5;50&5|222&5|117&5|15&4|243&4|472&4|327&4|866&3|1117&2|300&5|96&5|266&5|172&5|183&5|89&5|385&5
239&2|201&5|168&3|470&4|651&3|323&4|290&4|243&4|208&5|227&3|205&3|136&5;826&4|120&3|1&5|68&5;239&2|201&5|168&3|470&4|651&3|323&4|290&4|243&4|208&5|227&3|205&3|136&5|826&4|120&3|1&5|68&5
393&3|174&4|529&4|408&5|739&2|215&4|1110&4|831&1|56&4|185&3|1&5|195&3;227&5|168&5|286&3|462&4;393&3|174&4|529&4|408&5|739&2|215&4|1110&4|831&1|56&4|185&3|1&5|195&3|227&5|168&5|286&3|462&4
655&5|204&2|659&5|520&2|616&3|474&3|507&3|427&5|192&4|154&4|611&3|172&3;174&3|423&5|501&4|419&4;655&5|204&2|659&5|520&2|616&3|474&3|507&3|427&5|192&4|154&4|611&3|172&3|174&3|423&5|501&4|419&4
847&4|237&3|151&4|286&5|285&5|15&2|275&4|137&5|222&2|14&5|10&4|242&5;522&5|170&5|507&5|971&4;847&4|237&3|151&4|286&5|285&5|15&2|275&4|137&5|222&2|14&5|10&4|242&5|522&5|170&5|507&5|971&4
124&3|367&5|358&3|50&5|210&5|252&2|97&2|286&4|137&3|69&1|340&4|29&3;902&2|272&5|354&4|294&3;124&3|367&5|358&3|50&5|210&5|252&2|97&2|286&4|137&3|69&1|340&4|29&3|902&2|272&5|354&4|294&3
302&5|515&4|346&3|195&5|1176&3|272&2|289&3|335&3|896&3|245&3|435&3|1197&3;1137&3|955&3|1072&3|92&3;302&5|515&4|346&3|195&5|1176&3|272&2|289&3|335&3|896&3|245&3|435&3|1197&3|1137&3|955&3|1072&3|92&3
428&3|604&5|187&5|614&4|531&5|121&3|183&5|100&4|98&4|173&3|190&5|968&5;1298&5|430&5|1172&5|491&5;428&3|604&5|187&5|614&4|531&5|121&3|183&5|100&4|98&4|173&3|190&5|968&5|1298&5|430&5|1172&5|491&5
79&3|369&1|216&1|398&2|392&2|382&5|447&3|154&3|185&3|70&4|80&2|403&3;453&1|457&1|63&1|377&1;79&3|369&1|216&1|398&2|392&2|382&5|447&3|154&3|185&3|70&4|80&2|403&3|453&1|457&1|63&1|377&1
126&5|405&4|117&4|473&3|628&4|827&4|1120&3|988&3|1028&4|313&5|147&5|111&5;291&4|1061&5|368&3|975&4;126&5|405&4|117&4|473&3|628&4|827&4|1120&3|988&3|1028&4|313&5|147&5|111&5|291&4|1061&5|368&3|975&4
227&3|405&4|117&2|208&4|209&4|732&4|161&2|50&5|89&3|202&4|8&3|230&3;485&4|1470&3|28&4|174&4;227&3|405&4|117&2|208&4|209&4|732&4|161&2|50&5|89&3|202&4|8&3|230&3|485&4|1470&3|28&4|174&4
742&3|908&1|1197&3|369&1|25&1|1150&2|1088&4|930&2|289&1|1234&3|249&2|121&3;8&2|143&4|423&3|1300&1;742&3|908&1|1197&3|369&1|25&1|1150&2|1088&4|930&2|289&1|1234&3|249&2|121&3|8&2|143&4|423&3|1300&1
483&4|805&2|17&2|205&3|939&2|173&1|63&1|156&5|515&4|530&3|177&5|1148&4;1480&1|771&1|108&5|629&2;483&4|805&2|17&2|205&3|939&2|173&1|63&1|156&5|515&4|530&3|177&5|1148&4|1480&1|771&1|108&5|629&2
64&5|1048&1|87&4|756&5|173&5|432&3|794&3|95&5|172&5|168&3|83&4|684&4;70&3|941&4|451&2|230&5;64&5|1048&1|87&4|756&5|173&5|432&3|794&3|95&5|172&5|168&3|83&4|684&4|70&3|941&4|451&2|230&5
515&5|13&4|332&3|1302&3|1016&2|1176&3|532&4|1171&3|1011&4|459&2|882&2|742&2;831&3|825&2|1079&2|282&2;515&5|13&4|332&3|1302&3|1016&2|1176&3|532&4|1171&3|1011&4|459&2|882&2|742&2|831&3|825&2|1079&2|282&2
508&4|100&5|292&4|678&3|323&3|748&3|690&4|339&2|293&4|302&5|148&3|304&4;546&2|620&4|977&1|823&3;508&4|100&5|292&4|678&3|323&3|748&3|690&4|339&2|293&4|302&5|148&3|304&4|546&2|620&4|977&1|823&3
313&5|307&2|879&1|688&1|343&2|751&4|1127&2|288&1|259&3|748&2|352&1|258&5;229&4|449&3|228&5|227&4;313&5|307&2|879&1|688&1|343&2|751&4|1127&2|288&1|259&3|748&2|352&1|258&5|229&4|449&3|228&5|227&4
379&4|98&3|7&4|5&3|145&2|219&2|559&3|561&2|637&2|201&5|56&4|184&5;89&4|11&4|50&4|127&4;379&4|98&3|7&4|5&3|145&2|219&2|559&3|561&2|637&2|201&5|56&4|184&5|89&4|11&4|50&4|127&4
1009&4|179&4|106&3|60&5|171&4|59&5|1011&4|288&3|15&4|546&2|224&4|248&4;1005&5|381&4|337&4|702&5;1009&4|179&4|106&3|60&5|171&4|59&5|1011&4|288&3|15&4|546&2|224&4|248&4|1005&5|381&4|337&4|702&5
260&2|426&4|11&4|1215&3|258&3|24&4|259&3|1012&3|820&3|928&3|471&4|288&3;161&5|759&3|849&3|815&3;260&2|426&4|11&4|1215&3|258&3|24&4|259&3|1012&3|820&3|928&3|471&4|288&3|161&5|759&3|849&3|815&3
821&3|1220&4|96&4|559&3|169&3|238&4|974&3|755&3|131&5|58&3|99&3|581&3;283&3|181&3|179&4|923&4;821&3|1220&4|96&4|559&3|169&3|238&4|974&3|755&3|131&5|58&3|99&3|581&3|283&3|181&3|179&4|923&4
128&3|210&5|476&2|469&3|762&4|485&2|423&2|4&3|181&4|12&5|69&4|215&4;1314&3|1217&4|1250&2|384&3;128&3|210&5|476&2|469&3|762&4|485&2|423&2|4&3|181&4|12&5|69&4|215&4|1314&3|1217&4|1250&2|384&3
854&4|307&4|200&5|129&4|682&2|458&3|926&2|137&5|222&4|325&2|271&3|302&3;773&3|760&3|217&3|551&2;854&4|307&4|200&5|129&4|682&2|458&3|926&2|137&5|222&4|325&2|271&3|302&3|773&3|760&3|217&3|551&2
295&1|303&4|13&1|948&1|271&3|687&1|912&3|352&1|144&4|255&5|750&4|1654&1;193&5|482&4|114&5|483&4;295&1|303&4|13&1|948&1|271&3|687&1|912&3|352&1|144&4|255&5|750&4|1654&1|193&5|482&4|114&5|483&4
161&4|840&2|28&3|44&3|493&3|187&4|132&5|744&3|318&4|15&2|497&4|8&3;662&3|102&3|674&2|696&3;161&4|840&2|28&3|44&3|493&3|187&4|132&5|744&3|318&4|15&2|497&4|8&3|662&3|102&3|674&2|696&3
273&1|222&3|126&2|993&1|289&1|258&2|284&3|181&4|15&1|100&3|741&4|1&3;302&4|118&2|24&4|919&4;273&1|222&3|126&2|993&1|289&1|258&2|284&3|181&4|15&1|100&3|741&4|1&3|302&4|118&2|24&4|919&4
886&2|288&2|305&5|324&2|301&3|303&5|271&4|690&3|289&1|243&1|326&1|245&1;327&4|358&2|321&1|286&4;886&2|288&2|305&5|324&2|301&3|303&5|271&4|690&3|289&1|243&1|326&1|245&1|327&4|358&2|321&1|286&4
334&3|411&2|32&5|273&5|527&5|285&5|282&4|147&4|408&5|533&4|1039&4|854&5;631&3|345&4|568&5|315&5;334&3|411&2|32&5|273&5|527&5|285&5|282&4|147&4|408&5|533&4|1039&4|854&5|631&3|345&4|568&5|315&5
319&2|289&2|682&1|310&4|875&3|878&5|885&5|288&4|1026&5|339&5|307&4|268&2;883&5|358&5|882&5|261&5;319&2|289&2|682&1|310&4|875&3|878&5|885&5|288&4|1026&5|339&5|307&4|268&2|883&5|358&5|882&5|261&5
14&3|924&2|147&4|277&3|275&2|298&3|1&5|515&4|111&4|15&3|300&4|25&2;237&3|117&4|282&3|7&4;14&3|924&2|147&4|277&3|275&2|298&3|1&5|515&4|111&4|15&3|300&4|25&2|237&3|117&4|282&3|7&4
116&5|1251&5|289&3|283&3|286&4|1009&4|258&2|303&3|321&3|19&5|25&3|242&5;111&4|756&3|13&4|1514&4;116&5|1251&5|289&3|283&3|286&4|1009&4|258&2|303&3|321&3|19&5|25&3|242&5|111&4|756&3|13&4|1514&4
879&3|310&3|288&2|894&1|751&3|322&4|354&5|294&2|683&2|300&4|362&4|690&2;748&4|689&4|333&4|272&4;879&3|310&3|288&2|894&1|751&3|322&4|354&5|294&2|683&2|300&4|362&4|690&2|748&4|689&4|333&4|272&4
182&4|403&2|864&2|763&3|692&4|8&4|85&3|660&3|187&4|326&4|132&4|659&4;401&3|1032&3|869&3|451&4;182&4|403&2|864&2|763&3|692&4|8&4|85&3|660&3|187&4|326&4|132&4|659&4|401&3|1032&3|869&3|451&4
127&5|25&5|88&4|1048&3|237&4|381&4|952&2|117&5|732&5|762&3|716&3|212&3;257&5|50&5|1&5|880&5;127&5|25&5|88&4|1048&3|237&4|381&4|952&2|117&5|732&5|762&3|716&3|212&3|257&5|50&5|1&5|880&5
873&4|309&3|343&3|323&4|310&4|886&4|307&5|328&4|288&4|286&4|332&4|340&1;991&1|245&3|324&2|260&4;873&4|309&3|343&3|323&4|310&4|886&4|307&5|328&4|288&4|286&4|332&4|340&1|991&1|245&3|324&2|260&4
195&3|71&5|385&5|4&4|177&2|785&5|732&5|393&3|746&4|423&3|202&4|60&1;794&4|755&4|416&3|796&4;195&3|71&5|385&5|4&4|177&2|785&5|732&5|393&3|746&4|423&3|202&4|60&1|794&4|755&4|416&3|796&4
887&5|1280&2|872&4|358&1|881&5|1527&4|880&5|682&3|292&5|335&4|299&5|895&4;877&3|330&5|259&3|948&3;887&5|1280&2|872&4|358&1|881&5|1527&4|880&5|682&3|292&5|335&4|299&5|895&4|877&3|330&5|259&3|948&3
327&4|744&5|248&5|321&4|319&4|862&2|245&3|246&4|268&4|147&5|300&5|304&4;533&4|70&4|315&5|255&1;327&4|744&5|248&5|321&4|319&4|862&2|245&3|246&4|268&4|147&5|300&5|304&4|533&4|70&4|315&5|255&1
228&5|230&5|243&5|50&4|268&1|901&5|222&5|343&5|229&5|271&5|258&5|690&1;449&4|62&5|380&5|450&5;228&5|230&5|243&5|50&4|268&1|901&5|222&5|343&5|229&5|271&5|258&5|690&1|449&4|62&5|380&5|450&5
900&2|224&3|20&2|640&2|752&1|748&2|198&4|322&3|547&2|275&3|86&3|6&1;1466&4|896&4|903&4|45&4;900&2|224&3|20&2|640&2|752&1|748&2|198&4|322&3|547&2|275&3|86&3|6&1|1466&4|896&4|903&4|45&4
23&4|166&4|708&4|12&4|141&3|515&5|606&4|641&5|186&4|483&5|197&4|513&5;211&4|699&4|163&4|735&5;23&4|166&4|708&4|12&4|141&3|515&5|606&4|641&5|186&4|483&5|197&4|513&5|211&4|699&4|163&4|735&5
527&3|66&3|180&3|27&3|313&4|1031&3|659&3|133&4|357&4|355&2|209&3|566&3;559&3|145&3|80&2|476&2;527&3|66&3|180&3|27&3|313&4|1031&3|659&3|133&4|357&4|355&2|209&3|566&3|559&3|145&3|80&2|476&2
125&4|211&3|427&4|659&5|710&2|69&3|735&3|399&3|749&5|222&3|301&4|727&3;734&3|573&3|51&4|726&3;125&4|211&3|427&4|659&5|710&2|69&3|735&3|399&3|749&5|222&3|301&4|727&3|734&3|573&3|51&4|726&3
318&5|198&5|588&5|527&5|328&4|679&3|1025&3|465&5|487&4|510&5|82&3|50&4;259&2|705&5|175&2|746&3;318&5|198&5|588&5|527&5|328&4|679&3|1025&3|465&5|487&4|510&5|82&3|50&4|259&2|705&5|175&2|746&3
778&5|197&4|692&3|643&4|1259&1|732&2|1355&1|775&3|1406&4|451&2|781&5|371&4;387&3|111&1|88&2|739&2;778&5|197&4|692&3|643&4|1259&1|732&2|1355&1|775&3|1406&4|451&2|781&5|371&4|387&3|111&1|88&2|739&2
326&4|269&5|312&3|311&5|124&5|285&5|127&4|328&4|272&5|751&4|690&4|1&4;19&5|275&5|297&4|255&3;326&4|269&5|312&3|311&5|124&5|285&5|127&4|328&4|272&5|751&4|690&4|1&4|19&5|275&5|297&4|255&3
874&4|657&4|358&2|343&3|303&4|300&3|312&4|189&4|286&5|326&2|270&4|879&3;1018&4|79&4|1019&4|12&5;874&4|657&4|358&2|343&3|303&4|300&3|312&4|189&4|286&5|326&2|270&4|879&3|1018&4|79&4|1019&4|12&5
477&4|174&5|132&4|185&5|1039&4|432&5|173&5|133&2|462&5|485&5|89&1|1126&4;385&2|5&4|504&4|218&4;477&4|174&5|132&4|185&5|1039&4|432&5|173&5|133&2|462&5|485&5|89&1|1126&4|385&2|5&4|504&4|218&4
228&5|844&4|151&5|507&4|628&4|963&5|282&4|172&5|178&5|652&3|188&4|215&4;175&4|1151&3|763&5|201&4;228&5|844&4|151&5|507&4|628&4|963&5|282&4|172&5|178&5|652&3|188&4|215&4|175&4|1151&3|763&5|201&4
698&4|521&5|225&3|568&3|673&4|381&5|364&3|719&1|831&3|674&2|48&1|1225&3;136&4|241&5|73&2|435&5;698&4|521&5|225&3|568&3|673&4|381&5|364&3|719&1|831&3|674&2|48&1|1225&3|136&4|241&5|73&2|435&5
1128&3|713&3|118&2|15&4|325&3|471&3|985&3|744&2|20&5|126&2|9&4|10&5;100&4|105&2|120&3|847&4;1128&3|713&3|118&2|15&4|325&3|471&3|985&3|744&2|20&5|126&2|9&4|10&5|100&4|105&2|120&3|847&4
458&3|471&4|208&5|181&4|866&3|70&4|186&4|275&4|709&2|405&4|176&4|198&5;451&2|1044&4|231&2|724&4;458&3|471&4|208&5|181&4|866&3|70&4|186&4|275&4|709&2|405&4|176&4|198&5|451&2|1044&4|231&2|724&4
326&4|328&3|875&2|242&4|286&2|294&3|315&4|300&3|268&2|678&1|333&4|322&3;243&2|984&1|748&4|316&4;326&4|328&3|875&2|242&4|286&2|294&3|315&4|300&3|268&2|678&1|333&4|322&3|243&2|984&1|748&4|316&4
699&4|196&5|566&4|25&4|82&3|77&4|495&4|1&4|286&4|213&4|28&4|739&3;1242&4|107&4|1115&4|1028&3;699&4|196&5|566&4|25&4|82&3|77&4|495&4|1&4|286&4|213&4|28&4|739&3|1242&4|107&4|1115&4|1028&3
405&4|1085&4|287&5|864&3|107&4|741&4|13&5|126&5|815&4|111&4|117&4|919&5;657&5|588&4|531&5|427&5;405&4|1085&4|287&5|864&3|107&4|741&4|13&5|126&5|815&4|111&4|117&4|919&5|657&5|588&4|531&5|427&5
288&4|908&4|331&5|174&5|4&3|2&1|510&2|82&3|1607&5|260&4|403&3|324&1;33&4|357&4|87&3|173&3;288&4|908&4|331&5|174&5|4&3|2&1|510&2|82&3|1607&5|260&4|403&3|324&1|33&4|357&4|87&3|173&3
311&3|752&3|302&5|748&2|288&3|328&2|269&4|345&1|321&3|538&3|294&1|286&2;330&3|245&3|326&2|341&4;311&3|752&3|302&5|748&2|288&3|328&2|269&4|345&1|321&3|538&3|294&1|286&2|330&3|245&3|326&2|341&4
100&5|652&3|750&4|69&4|42&5|826&1|959&4|214&3|24&4|515&4|122&3|732&3;233&2|424&1|453&2|401&3;100&5|652&3|750&4|69&4|42&5|826&1|959&4|214&3|24&4|515&4|122&3|732&3|233&2|424&1|453&2|401&3
239&4|172&5|230&3|366&4|50&5|95&3|118&3|227&4|322&4|1047&3|300&4|843&3;620&4|595&4|934&3|1&4;239&4|172&5|230&3|366&4|50&5|95&3|118&3|227&4|322&4|1047&3|300&4|843&3|620&4|595&4|934&3|1&4
24&3|237&4|300&4|307&2|748&3|118&3|124&3|134&3|293&4|684&4|284&3|121&1;1012&4|291&1|98&4|831&1;24&3|237&4|300&4|307&2|748&3|118&3|124&3|134&3|293&4|684&4|284&3|121&1|1012&4|291&1|98&4|831&1
1067&5|288&2|591&4|682&2|286&4|310&3|150&5|879&4|833&3|754&3|237&5|928&3;295&3|986&1|280&3|282&4;1067&5|288&2|591&4|682&2|286&4|310&3|150&5|879&4|833&3|754&3|237&5|928&3|295&3|986&1|280&3|282&4
197&3|196&3|261&3|330&2|286&2|218&3|769&5|1025&3|441&3|484&3|135&4|436&4;646&4|760&3|264&4|413&4;197&3|196&3|261&3|330&2|286&2|218&3|769&5|1025&3|441&3|484&3|135&4|436&4|646&4|760&3|264&4|413&4
313&4|81&2|181&4|705&3|169&4|137&5|512&4|124&5|282&3|284&3|272&5|117&3;274&3|174&4|197&4|258&3;313&4|81&2|181&4|705&3|169&4|137&5|512&4|124&5|282&3|284&3|272&5|117&3|274&3|174&4|197&4|258&3
66&5|132&4|723&5|465&3|117&5|182&3|176&3|2&3|755&2|742&4|162&3|69&4;769&3|576&3|540&3|155&5;66&5|132&4|723&5|465&3|117&5|182&3|176&3|2&3|755&2|742&4|162&3|69&4|769&3|576&3|540&3|155&5
926&4|367&3|157&4|410&4|268&4|81&4|298&4|237&4|24&3|181&4|692&3|462&4;206&4|939&4|155&4|40&1;926&4|367&3|157&4|410&4|268&4|81&4|298&4|237&4|24&3|181&4|692&3|462&4|206&4|939&4|155&4|40&1
89&3|748&5|172&4|164&4|191&3|137&3|189&3|168&5|178&3|286&3|258&4|169&4;322&2|1&3|150&3|433&3;89&3|748&5|172&4|164&4|191&3|137&3|189&3|168&5|178&3|286&3|258&4|169&4|322&2|1&3|150&3|433&3
70&4|192&5|212&4|222&4|639&4|278&1|105&3|116&4|515&4|153&4|462&4|258&3;1067&4|86&4|339&2|475&4;70&4|192&5|212&4|222&4|639&4|278&1|105&3|116&4|515&4|153&4|462&4|258&3|1067&4|86&4|339&2|475&4
928&5|1095&5|844&3|121&4|975&5|147&3|1152&5|1060&3|1&4|15&3|819&3|287&5;743&1|756&2|546&5|477&5;928&5|1095&5|844&3|121&4|975&5|147&3|1152&5|1060&3|1&4|15&3|819&3|287&5|743&1|756&2|546&5|477&5
926&2|322&3|7&3|477&2|1&4|924&5|476&3|118&3|878&2|1060&4|9&3|100&4;604&4|202&2|480&4|147&4;926&2|322&3|7&3|477&2|1&4|924&5|476&3|118&3|878&2|1060&4|9&3|100&4|604&4|202&2|480&4|147&4
22&3|956&5|197&5|133&4|185&4|340&2|236&3|661&5|319&5|289&4|496&3|962&4;170&5|155&4|124&4|531&4;22&3|956&5|197&5|133&4|185&4|340&2|236&3|661&5|319&5|289&4|496&3|962&4|170&5|155&4|124&4|531&4
288&5|354&4|300&5|301&5|313&5|333&5|355&3|307&4|328&5|681&1|881&3|294&5;358&4|259&3|299&2|890&2;288&5|354&4|300&5|301&5|313&5|333&5|355&3|307&4|328&5|681&1|881&3|294&5|358&4|259&3|299&2|890&2
213&4|183&4|282&4|760&2|747&5|14&4|880&5|411&4|962&4|19&4|405&4|823&3;528&4|62&2|960&2|454&3;213&4|183&4|282&4|760&2|747&5|14&4|880&5|411&4|962&4|19&4|405&4|823&3|528&4|62&2|960&2|454&3
639&5|462&4|512&3|52&5|166&4|970&4|30&5|190&5|923&4|83&5|171&5|179&5;1018&5|971&5|515&5|213&4;639&5|462&4|512&3|52&5|166&4|970&4|30&5|190&5|923&4|83&5|171&5|179&5|1018&5|971&5|515&5|213&4
480&3|250&3|222&3|249&2|274&4|1&4|275&4|257&2|151&2|318&3|277&3|107&3;900&3|743&1|538&2|582&3;480&3|250&3|222&3|249&2|274&4|1&4|275&4|257&2|151&2|318&3|277&3|107&3|900&3|743&1|538&2|582&3
100&3|286&5|174&3|204&3|419&3|748&4|132&4|50&5|710&4|154&4|268&4|64&4;215&3|121&2|241&3|290&2;100&3|286&5|174&3|204&3|419&3|748&4|132&4|50&5|710&4|154&4|268&4|64&4|215&3|121&2|241&3|290&2
230&5|195&5|318&5|629&4|480&5|216&5|240&4|502&4|11&5|282&5|302&5|942&4;944&1|661&4|732&5|546&4;230&5|195&5|318&5|629&4|480&5|216&5|240&4|502&4|11&5|282&5|302&5|942&4|944&1|661&4|732&5|546&4
23&5|187&5|201&3|127&5|317&4|651&4|69&4|521&5|423&4|234&4|357&5|50&4;134&5|56&5|514&5|469&5;23&5|187&5|201&3|127&5|317&4|651&4|69&4|521&5|423&4|234&4|357&5|50&4|134&5|56&5|514&5|469&5
128&4|79&3|510&5|521&5|48&4|654&4|480&5|134&5|179&5|514&2|173&4|11&4;318&4|133&3|208&5|430&5;128&4|79&3|510&5|521&5|48&4|654&4|480&5|134&5|179&5|514&2|173&4|11&4|318&4|133&3|208&5|430&5
449&4|90&2|619&4|939&3|403&3|162&2|282&4|559&3|298&4|159&3|209&4|125&5;424&1|441&2|1054&1|1041&3;449&4|90&2|619&4|939&3|403&3|162&2|282&4|559&3|298&4|159&3|209&4|125&5|424&1|441&2|1054&1|1041&3
301&1|754&2|328&4|358&4|266&3|539&3|343&5|680&3|751&3|350&3|270&2|271&5;243&3|892&2|261&2|890&2;301&1|754&2|328&4|358&4|266&3|539&3|343&5|680&3|751&3|350&3|270&2|271&5|243&3|892&2|261&2|890&2
64&4|300&3|11&4|568&3|226&3|43&3|1247&2|184&1|468&3|69&4|550&3|849&3;944&3|67&3|1182&2|790&4;64&4|300&3|11&4|568&3|226&3|43&3|1247&2|184&1|468&3|69&4|550&3|849&3|944&3|67&3|1182&2|790&4
692&4|317&4|258&3|690&2|275&4|736&5|70&3|584&4|50&4|51&4|923&3|402&4;151&1|659&4|530&5|152&4;692&4|317&4|258&3|690&2|275&4|736&5|70&3|584&4|50&4|51&4|923&3|402&4|151&1|659&4|530&5|152&4
245&3|300&3|748&4|272&4|690&3|294&4|750&3|358&2|332&3|269&5|302&4|312&2;333&3|313&3|331&3|316&3;245&3|300&3|748&4|272&4|690&3|294&4|750&3|358&2|332&3|269&5|302&4|312&2|333&3|313&3|331&3|316&3
132&3|117&4|238&5|763&5|582&4|729&5|8&5|518&4|64&5|180&5|294&3|289&3;421&5|71&5|286&5|742&4;132&3|117&4|238&5|763&5|582&4|729&5|8&5|518&4|64&5|180&5|294&3|289&3|421&5|71&5|286&5|742&4
185&4|1&4|617&4|523&5|487&3|116&2|14&3|98&5|285&4|603&4|484&4|513&5;518&4|238&5|56&5|483&5;185&4|1&4|617&4|523&5|487&3|116&2|14&3|98&5|285&4|603&4|484&4|513&5|518&4|238&5|56&5|483&5
895&3|237&5|328&3|628&4|125&3|685&3|327&2|508&3|310&4|118&3|15&4|222&4;977&2|823&2|597&2|696&3;895&3|237&5|328&3|628&4|125&3|685&3|327&2|508&3|310&4|118&3|15&4|222&4|977&2|823&2|597&2|696&3
234&4|258&4|64&5|513&4|194&5|479&5|654&5|127&4|489&3|1&2|89&3|505&4;313&5|302&5|196&4|182&5;234&4|258&4|64&5|513&4|194&5|479&5|654&5|127&4|489&3|1&2|89&3|505&4|313&5|302&5|196&4|182&5
271&4|173&5|268&3|682&3|748&4|294&5|194&5|358&3|316&4|678&2|168&5|288&5;234&5|7&4|219&3|200&5;271&4|173&5|268&3|682&3|748&4|294&5|194&5|358&3|316&4|678&2|168&5|288&5|234&5|7&4|219&3|200&5
705&4|121&4|403&4|122&3|100&4|286&3|952&2|153&4|161&3|197&4|186&4|12&5;228&4|1059&3|155&3|421&4;705&4|121&4|403&4|122&3|100&4|286&3|952&2|153&4|161&3|197&4|186&4|12&5|228&4|1059&3|155&3|421&4
81&3|385&2|661&5|290&3|208&4|186&3|294&3|236&3|183&4|164&3|1184&2|274&3;739&3|1205&1|768&2|25&3;81&3|385&2|661&5|290&3|208&4|186&3|294&3|236&3|183&4|164&3|1184&2|274&3|739&3|1205&1|768&2|25&3
7&3|161&3|258&1|307&4|79&3|204&3|228&2|207&3|140&4|951&3|742&4|591&4;566&3|182&1|501&2|692&3;7&3|161&3|258&1|307&4|79&3|204&3|228&2|207&3|140&4|951&3|742&4|591&4|566&3|182&1|501&2|692&3
331&5|50&5|300&5|495&3|480&4|498&3|321&3|258&5|603&5|483&3|172&5|525&3;174&4|213&5|234&4|499&3;331&5|50&5|300&5|495&3|480&4|498&3|321&3|258&5|603&5|483&3|172&5|525&3|174&4|213&5|234&4|499&3
895&3|1&5|834&2|742&5|148&3|98&4|993&5|423&5|281&5|354&5|172&4|406&4;951&3|140&4|94&5|409&4;895&3|1&5|834&2|742&5|148&3|98&4|993&5|423&5|281&5|354&5|172&4|406&4|951&3|140&4|94&5|409&4
25&4|111&4|393&4|242&3|382&4|285&5|663&5|381&4|340&3|1241&3|428&4|153&5;411&4|94&3|108&4|67&5;25&4|111&4|393&4|242&3|382&4|285&5|663&5|381&4|340&3|1241&3|428&4|153&5|411&4|94&3|108&4|67&5
203&5|315&3|431&5|17&3|331&4|288&3|294&3|690&3|50&5|1073&4|229&5|344&1;3&1|471&5|121&5|760&3;203&5|315&3|431&5|17&3|331&4|288&3|294&3|690&3|50&5|1073&4|229&5|344&1|3&1|471&5|121&5|760&3
237&3|538&5|323&5|405&4|924&4|300&4|304&3|688&3|50&5|1620&4|328&5|125&4;846&2|294&3|301&2|254&1;237&3|538&5|323&5|405&4|924&4|300&4|304&3|688&3|50&5|1620&4|328&5|125&4|846&2|294&3|301&2|254&1
238&2|421&4|197&4|179&4|194&4|288&2|230&3|180&3|134&4|300&3|64&4|380&3;228&5|517&5|480&5|185&4;238&2|421&4|197&4|179&4|194&4|288&2|230&3|180&3|134&4|300&3|64&4|380&3|228&5|517&5|480&5|185&4
508&3|9&3|288&5|310&5|276&2|266&5|121&4|237&5|98&5|200&5|845&4|259&3;678&4|323&4|218&5|769&3;508&3|9&3|288&5|310&5|276&2|266&5|121&4|237&5|98&5|200&5|845&4|259&3|678&4|323&4|218&5|769&3
361&3|269&3|331&3|268&4|748&4|1433&3|313&5|311&4|359&3|352&2|294&3|324&2;1671&1|329&4|328&3|350&1;361&3|269&3|331&3|268&4|748&4|1433&3|313&5|311&4|359&3|352&2|294&3|324&2|1671&1|329&4|328&3|350&1
258&2|313&4|305&2|307&3|333&3|691&4|286&4|270&3|321&3|301&2|345&4|752&3;347&5|268&5|334&3|300&3;258&2|313&4|305&2|307&3|333&3|691&4|286&4|270&3|321&3|301&2|345&4|752&3|347&5|268&5|334&3|300&3
127&3|484&5|517&5|529&5|489&5|69&2|82&5|141&4|451&4|640&1|519&5|654&5;973&5|71&5|241&5|1118&5;127&3|484&5|517&5|529&5|489&5|69&2|82&5|141&4|451&4|640&1|519&5|654&5|973&5|71&5|241&5|1118&5
294&3|678&3|348&4|750&2|313&3|1127&3|887&1|258&3|311&3|351&3|905&2|344&4;307&5|259&5|748&4|271&5;294&3|678&3|348&4|750&2|313&3|1127&3|887&1|258&3|311&3|351&3|905&2|344&4|307&5|259&5|748&4|271&5
273&3|258&4|298&5|7&4|222&2|257&4|475&4|294&4|181&5|124&5|993&4|358&2;15&4|147&4|1007&4|1&5;273&3|258&4|298&5|7&4|222&2|257&4|475&4|294&4|181&5|124&5|993&4|358&2|15&4|147&4|1007&4|1&5
321&4|245&3|302&3|340&2|333&4|300&3|750&3|242&4|272&2|337&4|896&4|879&2;876&3|358&3|258&3|754&4;321&4|245&3|302&3|340&2|333&4|300&3|750&3|242&4|272&2|337&4|896&4|879&2|876&3|358&3|258&3|754&4
268&5|246&5|682&2|307&4|877&3|748&2|873&3|269&5|13&2|879&3|742&3|1025&2;237&3|1&4|150&3|255&4;268&5|246&5|682&2|307&4|877&3|748&2|873&3|269&5|13&2|879&3|742&3|1025&2|237&3|1&4|150&3|255&4
