state;action_reward;n_state
660&3|661&4|56&2|669&1|186&4|132&3|98&5|31&4|273&2|100&2|50&5|483&5;9&4|136&4|193&4|12&4;660&3|661&4|56&2|669&1|186&4|132&3|98&5|31&4|273&2|100&2|50&5|483&5|9&4|136&4|193&4|12&4
151&2|211&2|434&4|95&2|170&1|563&2|588&2|185&3|419&2|561&4|392&2|219&2;527&3|651&2|1065&3|133&3;151&2|211&2|434&4|95&2|170&1|563&2|588&2|185&3|419&2|561&4|392&2|219&2|527&3|651&2|1065&3|133&3
128&5|23&5|240&5|423&2|455&5|95&2|408&5|65&2|114&5|132&4|651&5|96&2;562&2|685&1|167&1|452&2;128&5|23&5|240&5|423&2|455&5|95&2|408&5|65&2|114&5|132&4|651&5|96&2|562&2|685&1|167&1|452&2
866&3|15&4|50&5|687&4|260&3|181&5|121&5|597&5|411&5|472&4|1&3|405&5;183&5|55&5|195&5|89&5;866&3|15&4|50&5|687&4|260&3|181&5|121&5|597&5|411&5|472&4|1&3|405&5|183&5|55&5|195&5|89&5
288&5|708&2|77&4|196&3|405&5|526&5|121&5|201&5|436&4|849&4|73&3|673&5;864&4|50&5|473&3|840&3;288&5|708&2|77&4|196&3|405&5|526&5|121&5|201&5|436&4|849&4|73&3|673&5|864&4|50&5|473&3|840&3
183&3|181&5|82&4|739&2|100&3|161&3|189&4|91&4|949&4|527&5|164&4|1065&3;449&4|229&5|286&3|313&5;183&3|181&5|82&4|739&2|100&3|161&3|189&4|91&4|949&4|527&5|164&4|1065&3|449&4|229&5|286&3|313&5
602&5|474&3|661&2|192&4|1041&4|443&4|197&5|194&4|132&5|610&4|482&5|655&5;97&4|501&4|246&2|143&5;602&5|474&3|661&2|192&4|1041&4|443&4|197&5|194&4|132&5|610&4|482&5|655&5|97&4|501&4|246&2|143&5
237&3|137&5|151&4|1009&5|25&4|127&5|15&2|286&5|285&5|242&5|283&4|10&4;971&4|522&5|507&5|170&5;237&3|137&5|151&4|1009&5|25&4|127&5|15&2|286&5|285&5|242&5|283&4|10&4|971&4|522&5|507&5|170&5
258&2|311&4|13&4|882&3|271&4|554&3|896&4|307&4|289&2|137&3|328&4|50&5;752&4|895&3|288&4|347&4;258&2|311&4|13&4|882&3|271&4|554&3|896&4|307&4|289&2|137&3|328&4|50&5|752&4|895&3|288&4|347&4
11&3|262&3|289&3|566&3|908&3|1024&3|313&5|1176&3|575&5|269&3|1345&3|324&3;197&3|1137&3|955&3|549&3;11&3|262&3|289&3|566&3|908&3|1024&3|313&5|1176&3|575&5|269&3|1345&3|324&3|197&3|1137&3|955&3|549&3
463&5|482&5|506&4|657&5|656&5|850&5|170&5|222&3|357&5|143&4|606&5|276&4;510&5|740&4|372&3|498&5;463&5|482&5|506&4|657&5|656&5|850&5|170&5|222&3|357&5|143&4|606&5|276&4|510&5|740&4|372&3|498&5
90&3|231&2|379&3|419&3|151&3|404&2|219&3|239&4|241&1|174&5|412&3|430&5;169&5|408&5|194&4|442&1;90&3|231&2|379&3|419&3|151&3|404&2|219&3|239&4|241&1|174&5|412&3|430&5|169&5|408&5|194&4|442&1
974&4|1028&4|409&4|473&3|1060&3|323&5|288&5|123&5|151&3|25&4|924&4|126&5;107&4|934&4|291&4|834&4;974&4|1028&4|409&4|473&3|1060&3|323&5|288&5|123&5|151&3|25&4|924&4|126&5|107&4|934&4|291&4|834&4
227&3|1475&3|89&3|202&4|238&3|229&3|276&3|651&4|709&5|172&5|435&3|22&4;196&4|58&3|1197&4|1470&3;227&3|1475&3|89&3|202&4|238&3|229&3|276&3|651&4|709&5|172&5|435&3|22&4|196&4|58&3|1197&4|1470&3
332&4|295&3|546&5|866&4|742&3|924&1|535&3|596&3|125&3|411&1|620&2|926&4;185&2|69&5|120&2|470&4;332&4|295&3|546&5|866&4|742&3|924&1|535&3|596&3|125&3|411&1|620&2|926&4|185&2|69&5|120&2|470&4
88&1|198&4|200&4|98&4|208&2|64&4|762&1|1135&2|173&1|823&3|209&4|316&4;56&5|809&1|447&3|716&4;88&1|198&4|200&4|98&4|208&2|64&4|762&1|1135&2|173&1|823&3|209&4|316&4|56&5|809&1|447&3|716&4
735&4|282&4|48&5|176&3|679&2|174&5|181&5|216&5|203&4|71&4|132&5|546&3;625&3|720&4|102&5|135&4;735&4|282&4|48&5|176&3|679&2|174&5|181&5|216&5|203&4|71&4|132&5|546&3|625&3|720&4|102&5|135&4
936&3|883&3|1093&4|1611&3|264&3|473&3|508&4|1197&4|298&3|288&4|306&1|327&3;831&3|628&3|123&3|280&2;936&3|883&3|1093&4|1611&3|264&3|473&3|508&4|1197&4|298&3|288&4|306&1|327&3|831&3|628&3|123&3|280&2
1011&3|127&4|344&4|1238&3|245&4|269&3|750&5|333&3|751&3|690&4|887&5|348&3;620&4|628&4|1134&4|10&4;1011&3|127&4|344&4|1238&3|245&4|269&3|750&5|333&3|751&3|690&4|887&5|348&3|620&4|628&4|1134&4|10&4
313&5|895&1|288&1|683&1|751&4|259&3|294&1|289&2|688&1|300&3|271&1|350&1;380&4|227&4|222&5|228&5;313&5|895&1|288&1|683&1|751&4|259&3|294&1|289&2|688&1|300&3|271&1|350&1|380&4|227&4|222&5|228&5
98&3|637&2|234&3|292&4|670&3|53&2|774&4|561&2|218&2|313&5|164&3|217&5;11&4|127&4|89&4|183&5;98&3|637&2|234&3|292&4|670&3|53&2|774&4|561&2|218&2|313&5|164&3|217&5|11&4|127&4|89&4|183&5
244&4|198&4|251&3|59&5|293&4|286&4|285&5|459&4|276&5|122&1|544&3|274&2;1372&4|310&3|381&4|702&5;244&4|198&4|251&3|59&5|293&4|286&4|285&5|459&4|276&5|122&1|544&3|274&2|1372&4|310&3|381&4|702&5
259&3|56&5|845&3|235&3|118&4|1012&3|24&4|412&3|426&4|258&3|264&3|148&3;144&4|161&5|246&3|121&4;259&3|56&5|845&3|235&3|118&4|1012&3|24&4|412&3|426&4|258&3|264&3|148&3|144&4|161&5|246&3|121&4
238&4|66&3|195&2|1135&3|153&3|65&4|417&2|293&2|147&3|44&2|96&4|1048&2;283&3|270&3|596&4|181&3;238&4|66&3|195&2|1135&3|153&3|65&4|417&2|293&2|147&3|44&2|96&4|1048&2|283&3|270&3|596&4|181&3
240&4|50&4|56&5|100&5|79&4|29&3|288&3|117&4|732&4|69&4|129&5|403&4;391&3|227&3|721&5|943&4;240&4|50&4|56&5|100&5|79&4|29&3|288&3|117&4|732&4|69&4|129&5|403&4|391&3|227&3|721&5|943&4
286&5|218&4|559&3|1199&3|307&4|477&4|1187&4|117&2|258&4|295&3|590&2|222&4;859&3|672&3|665&5|447&4;286&5|218&4|559&3|1199&3|307&4|477&4|1187&4|117&2|258&4|295&3|590&2|222&4|859&3|672&3|665&5|447&4
539&4|845&5|912&3|326&2|682&1|100&5|751&4|286&4|13&1|303&4|144&4|916&5;64&5|962&4|132&5|173&5;539&4|845&5|912&3|326&2|682&1|100&5|751&4|286&4|13&1|303&4|144&4|916&5|64&5|962&4|132&5|173&5
164&3|568&4|143&3|496&5|631&2|178&5|152&3|154&2|98&4|419&3|515&5|435&5;29&2|218&2|629&3|739&3;164&3|568&4|143&3|496&5|631&2|178&5|152&3|154&2|98&4|419&3|515&5|435&5|29&2|218&2|629&3|739&3
255&1|473&2|286&2|93&4|458&3|277&3|237&1|181&4|1012&3|222&3|284&3|515&3;224&2|50&5|109&5|1128&4;255&1|473&2|286&2|93&4|458&3|277&3|237&1|181&4|1012&3|222&3|284&3|515&3|224&2|50&5|109&5|1128&4
340&3|690&3|301&3|302&4|305&5|245&1|324&2|258&3|748&3|271&4|303&5|268&3;879&2|358&2|321&1|286&4;340&3|690&3|301&3|302&4|305&5|245&1|324&2|258&3|748&3|271&4|303&5|268&3|879&2|358&2|321&1|286&4
1623&4|1017&4|508&5|654&5|11&5|754&3|204&5|340&5|475&5|245&1|235&3|79&4;58&5|97&4|238&5|305&4;1623&4|1017&4|508&5|654&5|11&5|754&3|204&5|340&5|475&5|245&1|235&3|79&4|58&5|97&4|238&5|305&4
269&3|268&2|310&4|873&3|878&5|333&4|875&3|319&2|307&4|289&2|885&5|288&4;358&5|882&5|261&5|883&5;269&3|268&2|310&4|873&3|878&5|333&4|875&3|319&2|307&4|289&2|885&5|288&4|358&5|882&5|261&5|883&5
287&3|300&4|181&3|147&4|25&2|285&3|277&3|298&3|14&3|515&4|1129&1|15&3;222&3|7&4|282&3|237&3;287&3|300&4|181&3|147&4|25&2|285&3|277&3|298&3|14&3|515&4|1129&1|15&3|222&3|7&4|282&3|237&3
100&4|744&4|235&4|283&3|116&5|319&4|286&4|19&5|242&5|306&5|741&1|864&3;476&3|1028&2|756&3|13&4;100&4|744&4|235&4|283&3|116&5|319&4|286&4|19&5|242&5|306&5|741&1|864&3|476&3|1028&2|756&3|13&4
294&2|310&3|313&3|362&4|354&5|346&1|300&4|683&2|879&3|338&1|894&1|751&3;748&4|272&4|333&4|689&4;294&2|310&3|313&3|362&4|354&5|346&1|300&4|683&2|879&3|338&1|894&1|751&3|748&4|272&4|333&4|689&4
216&4|157&5|648&5|208&4|1012&4|340&4|712&4|1050&4|385&4|265&4|501&4|15&5;26&5|229&1|503&4|1521&3;216&4|157&5|648&5|208&4|1012&4|340&4|712&4|1050&4|385&4|265&4|501&4|15&5|26&5|229&1|503&4|1521&3
1119&3|283&4|150&5|212&3|127&5|952&2|1048&3|732&5|815&4|151&5|7&5|25&5;402&4|268&5|246&5|187&5;1119&3|283&4|150&5|212&3|127&5|952&2|1048&3|732&5|815&4|151&5|7&5|25&5|402&4|268&5|246&5|187&5
310&4|269&3|288&4|307&5|333&4|873&4|270&4|321&4|258&4|876&3|323&4|286&4;245&3|991&1|324&2|264&2;310&4|269&3|288&4|307&5|333&4|873&4|270&4|321&4|258&4|876&3|323&4|286&4|245&3|991&1|324&2|264&2
59&2|88&4|1091&3|451&5|660&4|728&4|402&4|421&4|1037&4|560&3|1043&3|385&5;78&4|575&3|1119&4|1074&3;59&2|88&4|1091&3|451&5|660&4|728&4|402&4|421&4|1037&4|560&3|1043&3|385&5|78&4|575&3|1119&4|1074&3
887&5|876&4|880&5|358&1|682&3|294&3|335&4|1280&2|299&5|1527&4|881&5|292&5;908&3|948&3|259&3|877&3;887&5|876&4|880&5|358&1|682&3|294&3|335&4|1280&2|299&5|1527&4|881&5|292&5|908&3|948&3|259&3|877&3
248&5|304&4|245&3|862&2|744&5|147&5|182&4|286&5|302&5|327&4|340&5|321&4;315&5|70&4|381&4|533&4;248&5|304&4|245&3|862&2|744&5|147&5|182&4|286&5|302&5|327&4|340&5|321&4|315&5|70&4|381&4|533&4
690&1|228&5|294&4|50&4|286&1|288&5|300&5|343&5|748&5|271&5|243&5|268&1;380&5|62&5|227&4|449&4;690&1|228&5|294&4|50&4|286&1|288&5|300&5|343&5|748&5|271&5|243&5|268&1|380&5|62&5|227&4|449&4
463&2|558&3|6&1|547&2|1068&4|340&5|316&5|313&3|1056&1|737&1|24&4|557&2;903&4|346&4|896&4|1062&4;463&2|558&3|6&1|547&2|1068&4|340&5|316&5|313&3|1056&1|737&1|24&4|557&2|903&4|346&4|896&4|1062&4
237&4|525&5|420&4|615&5|423&4|230&4|524&4|199&5|205&4|179&4|842&4|229&4;218&4|393&4|411&3|443&4;237&4|525&5|420&4|615&5|423&4|230&4|524&4|199&5|205&4|179&4|842&4|229&4|218&4|393&4|411&3|443&4
152&3|136&4|68&3|474&4|211&4|176&4|608&4|520&4|431&3|27&3|143&5|173&5;658&3|217&3|559&3|755&3;152&3|136&4|68&3|474&4|211&4|176&4|608&4|520&4|431&3|27&3|143&5|173&5|658&3|217&3|559&3|755&3
740&4|216&3|259&3|749&5|175&3|663&4|238&3|286&5|558&3|367&3|107&4|97&4;228&3|176&3|227&3|274&3;740&4|216&3|259&3|749&5|175&3|663&4|238&3|286&5|558&3|367&3|107&4|97&4|228&3|176&3|227&3|274&3
482&5|153&3|966&5|895&4|510&5|173&5|490&5|222&4|82&3|50&4|465&5|1025&3;4&4|746&3|685&2|1404&3;482&5|153&3|966&5|895&4|510&5|173&5|490&5|222&4|82&3|50&4|465&5|1025&3|4&4|746&3|685&2|1404&3
1406&4|643&4|371&4|313&3|736&3|732&2|216&3|1355&1|692&3|451&2|775&3|1259&1;739&2|402&5|88&2|111&1;1406&4|643&4|371&4|313&3|736&3|732&2|216&3|1355&1|692&3|451&2|775&3|1259&1|739&2|402&5|88&2|111&1
313&4|750&5|311&5|690&4|303&4|751&4|333&3|689&3|326&4|292&4|272&5|285&5;255&3|257&4|237&5|50&5;313&4|750&5|311&5|690&4|303&4|751&4|333&3|689&3|326&4|292&4|272&5|285&5|255&3|257&4|237&5|50&5
343&3|678&3|303&4|332&4|306&4|748&2|302&4|879&3|268&5|657&4|189&4|689&2;480&4|79&4|182&4|1019&4;343&3|678&3|303&4|332&4|306&4|748&2|302&4|879&3|268&5|657&4|189&4|689&2|480&4|79&4|182&4|1019&4
82&5|190&4|73&4|323&2|458&2|144&5|514&1|143&5|230&1|141&4|318&3|197&4;443&5|118&3|4&1|385&2;82&5|190&4|73&4|323&2|458&2|144&5|514&1|143&5|230&1|141&4|318&3|197&4|443&5|118&3|4&1|385&2
151&5|942&4|477&4|455&2|3&5|284&4|111&4|180&4|546&4|194&4|925&4|404&4;939&4|63&3|576&3|428&3;151&5|942&4|477&4|455&2|3&5|284&4|111&4|180&4|546&4|194&4|925&4|404&4|939&4|63&3|576&3|428&3
126&3|568&3|1304&4|222&4|225&3|465&5|831&3|554&1|235&3|641&4|674&2|1308&1;530&5|136&4|733&2|133&5;126&3|568&3|1304&4|222&4|225&3|465&5|831&3|554&1|235&3|641&4|674&2|1308&1|530&5|136&4|733&2|133&5
985&3|471&3|459&4|596&2|106&1|121&2|546&3|237&2|619&4|25&3|20&5|9&4;105&2|370&2|125&4|847&4;985&3|471&3|459&4|596&2|106&1|121&2|546&3|237&2|619&4|25&3|20&5|9&4|105&2|370&2|125&4|847&4
197&3|416&4|188&5|240&1|866&3|286&4|285&3|100&4|117&4|265&4|283&4|203&4;708&4|174&4|465&4|546&4;197&3|416&4|188&5|240&1|866&3|286&4|285&3|100&4|117&4|265&4|283&4|203&4|708&4|174&4|465&4|546&4
315&4|304&3|678&1|258&3|294&3|875&2|242&4|313&3|322&3|1025&1|328&3|300&3;243&2|316&4|984&1|748&4;315&4|304&3|678&1|258&3|294&3|875&2|242&4|313&3|322&3|1025&1|328&3|300&3|243&2|316&4|984&1|748&4
223&4|8&4|161&3|495&4|191&5|660&4|88&3|210&4|100&3|318&5|778&4|12&4;1028&3|313&4|274&3|285&4;223&4|8&4|161&3|495&4|191&5|660&4|88&3|210&4|100&3|318&5|778&4|12&4|1028&3|313&4|274&3|285&4
742&4|151&5|250&3|333&4|1086&4|19&5|111&4|405&4|126&5|762&3|275&4|288&3;204&4|588&4|531&5|191&5;742&4|151&5|250&3|333&4|1086&4|19&5|111&4|405&4|126&5|762&3|275&4|288&3|204&4|588&4|531&5|191&5
315&5|403&3|882&5|321&2|183&3|96&5|182&4|55&4|898&1|346&3|1607&5|17&5;98&3|87&3|568&3|455&3;315&5|403&3|882&5|321&2|183&3|96&5|182&4|55&4|898&1|346&3|1607&5|17&5|98&3|87&3|568&3|455&3
311&3|889&5|302&5|347&2|538&3|752&3|748&2|286&2|345&1|328&2|294&1|242&5;301&2|330&3|341&4|245&3;311&3|889&5|302&5|347&2|538&3|752&3|748&2|286&2|345&1|328&2|294&1|242&5|301&2|330&3|341&4|245&3
423&4|254&2|496&4|652&3|98&4|204&4|578&3|49&3|223&4|975&2|7&5|132&3;476&3|158&2|229&2|385&3;423&4|254&2|496&4|652&3|98&4|204&4|578&3|49&3|223&4|975&2|7&5|132&3|476&3|158&2|229&2|385&3
495&4|549&3|98&5|231&4|157&3|69&5|511&4|1615&4|291&4|62&3|951&4|1016&5;1023&3|550&4|934&3|541&3;495&4|549&3|98&5|231&4|157&3|69&5|511&4|1615&4|291&4|62&3|951&4|1016&5|1023&3|550&4|934&3|541&3
124&3|405&4|310&3|684&4|25&3|282&3|245&2|628&1|100&4|117&4|24&3|300&4;414&4|288&3|254&1|831&1;124&3|405&4|310&3|684&4|25&3|282&3|245&2|628&1|100&4|117&4|24&3|300&4|414&4|288&3|254&1|831&1
833&3|122&4|989&2|333&3|815&3|876&3|294&4|473&5|879&4|222&4|254&2|286&4;7&5|126&5|986&1|1&5;833&3|122&4|989&2|333&3|815&3|876&3|294&4|473&5|879&4|222&4|254&2|286&4|7&5|126&5|986&1|1&5
217&3|323&5|396&2|261&3|56&3|258&5|436&4|565&3|687&3|135&4|53&4|748&4;567&4|331&4|299&4|7&5;217&3|323&5|396&2|261&3|56&3|258&5|436&4|565&3|687&3|135&4|53&4|748&4|567&4|331&4|299&4|7&5
7&3|272&5|300&4|657&3|483&4|282&3|512&4|127&4|294&2|147&3|124&5|186&3;248&3|326&3|245&3|197&4;7&3|272&5|300&4|657&3|483&4|282&3|512&4|127&4|294&2|147&3|124&5|186&3|248&3|326&3|245&3|197&4
204&3|288&5|225&4|68&3|780&4|1473&3|1207&4|728&3|381&3|5&4|142&4|215&3;670&2|576&3|546&4|452&2;204&3|288&5|225&4|68&3|780&4|1473&3|1207&4|728&3|381&3|5&4|142&4|215&3|670&2|576&3|546&4|452&2
217&2|399&2|591&4|405&3|122&4|237&4|196&4|227&3|7&3|228&3|231&3|789&4;90&5|159&3|156&4|425&4;217&2|399&2|591&4|405&3|122&4|237&4|196&4|227&3|7&3|228&3|231&3|789&4|90&5|159&3|156&4|425&4
9&3|169&4|258&4|174&4|191&3|89&3|50&4|28&3|164&4|286&3|748&5|172&4;988&1|150&3|1&3|322&2;9&3|169&4|258&4|174&4|191&3|89&3|50&4|28&3|164&4|286&3|748&5|172&4|988&1|150&3|1&3|322&2
286&4|1193&4|268&4|1120&2|278&1|192&5|259&2|1018&2|845&3|512&4|529&4|733&2;339&2|276&4|408&4|319&4;286&4|1193&4|268&4|1120&2|278&1|192&5|259&2|1018&2|845&3|512&4|529&4|733&2|339&2|276&4|408&4|319&4
237&5|151&5|844&3|1060&3|111&5|125&5|411&5|147&3|15&3|118&5|628&1|833&4;743&1|974&5|477&5|756&2;237&5|151&5|844&3|1060&3|111&5|125&5|411&5|147&3|15&3|118&5|628&1|833&4|743&1|974&5|477&5|756&2
275&5|243&2|237&3|878&2|924&5|118&3|100&4|25&3|1060&4|476&3|117&4|15&4;127&2|604&4|202&2|147&4;275&5|243&2|237&3|878&2|924&5|118&3|100&4|25&3|1060&4|476&3|117&4|15&4|127&2|604&4|202&2|147&4
275&4|45&4|660&5|59&5|197&5|340&2|132&5|22&3|367&3|306&4|185&4|58&3;215&4|285&4|153&5|124&4;275&4|45&4|660&5|59&5|197&5|340&2|132&5|22&3|367&3|306&4|185&4|58&3|215&4|285&4|153&5|124&4
300&5|294&5|355&3|288&5|268&5|307&4|752&4|328&5|326&4|354&4|271&5|313&5;245&3|890&2|343&4|358&4;300&5|294&5|355&3|288&5|268&5|307&4|752&4|328&5|326&4|354&4|271&5|313&5|245&3|890&2|343&4|358&4
285&4|1028&3|293&4|729&4|59&4|8&4|316&5|19&4|1010&3|524&5|258&4|435&4;466&2|196&4|454&3|91&2;285&4|1028&3|293&4|729&4|59&4|8&4|316&5|19&4|1010&3|524&5|258&4|435&4|466&2|196&4|454&3|91&2
1622&4|652&5|512&3|70&5|171&5|1396&5|212&5|30&5|166&4|165&4|707&5|52&5;971&5|213&4|515&5|640&4;1622&4|652&5|512&3|70&5|171&5|1396&5|212&5|30&5|166&4|165&4|707&5|52&5|971&5|213&4|515&5|640&4
227&3|116&3|277&3|1&4|450&4|222&3|258&4|229&3|237&3|144&2|380&3|228&5;538&2|582&3|432&3|743&1;227&3|116&3|277&3|1&4|450&4|222&3|258&4|229&3|237&3|144&2|380&3|228&5|538&2|582&3|432&3|743&1
527&4|531&4|748&4|294&1|173&5|286&5|204&3|100&3|8&2|223&5|423&3|710&4;290&2|416&3|73&4|111&3;527&4|531&4|748&4|294&1|173&5|286&5|204&3|100&3|8&2|223&5|423&3|710&4|290&2|416&3|73&4|111&3
447&5|939&4|642&5|940&2|209&5|286&2|55&5|321&3|418&5|7&5|603&5|602&5;208&5|95&5|51&4|161&5;447&5|939&4|642&5|940&2|209&5|286&2|55&5|321&3|418&5|7&5|603&5|602&5|208&5|95&5|51&4|161&5
174&5|22&5|69&4|423&4|178&5|42&4|172&4|96&5|1101&5|651&4|187&5|50&4;134&5|469&5|514&5|208&4;174&5|22&5|69&4|423&4|178&5|42&4|172&4|96&5|1101&5|651&4|187&5|50&4|134&5|469&5|514&5|208&4
180&5|96&3|48&4|134&5|205&4|521&5|100&5|168&5|11&4|523&5|12&5|79&3;133&3|200&4|208&5|318&4;180&5|96&3|48&4|134&5|205&4|521&5|100&5|168&5|11&4|523&5|12&5|79&3|133&3|200&4|208&5|318&4
451&3|546&3|472&2|328&5|222&4|268&4|154&3|230&4|90&2|1016&3|662&3|756&4;433&4|377&1|313&4|1188&3;451&3|546&3|472&2|328&5|222&4|268&4|154&3|230&4|90&2|1016&3|662&3|756&4|433&4|377&1|313&4|1188&3
358&4|258&2|263&1|751&3|323&4|333&4|300&2|294&3|259&3|338&4|307&4|271&5;890&2|892&2|261&2|893&2;358&4|258&2|263&1|751&3|323&4|333&4|300&2|294&3|259&3|338&4|307&4|271&5|890&2|892&2|261&2|893&2
69&4|202&2|779&3|327&3|684&4|403&3|226&3|1210&3|28&4|325&3|215&3|905&3;780&3|1182&2|585&2|791&2;69&4|202&2|779&3|327&3|684&4|403&3|226&3|1210&3|28&4|325&3|215&3|905&3|780&3|1182&2|585&2|791&2
59&3|740&2|22&2|588&2|692&4|1149&4|642&3|736&5|45&3|116&2|136&4|275&4;234&1|172&4|151&1|15&4;59&3|740&2|22&2|588&2|692&4|1149&4|642&3|736&5|45&3|116&2|136&4|275&4|234&1|172&4|151&1|15&4
289&3|272&4|258&3|750&3|748&4|301&4|358&2|245&3|288&3|294&4|286&3|302&4;333&3|313&3|938&3|347&3;289&3|272&4|258&3|750&3|748&4|301&4|358&2|245&3|288&3|294&4|286&3|302&4|333&3|313&3|938&3|347&3
402&4|79&4|223&5|129&3|318&5|372&4|324&5|427&5|8&5|919&3|294&3|109&3;508&4|12&5|100&5|216&4;402&4|79&4|223&5|129&3|318&5|372&4|324&5|427&5|8&5|919&3|294&3|109&3|508&4|12&5|100&5|216&4
509&4|182&4|487&3|13&4|185&4|514&5|133&4|45&5|26&5|497&5|742&4|151&4;483&5|474&5|517&4|357&4;509&4|182&4|487&3|13&4|185&4|514&5|133&4|45&5|26&5|497&5|742&4|151&4|483&5|474&5|517&4|357&4
313&5|147&4|310&4|148&4|751&4|100&4|282&3|989&3|9&1|245&4|258&3|300&4;717&3|363&2|823&2|546&3;313&5|147&4|310&4|148&4|751&4|100&4|282&3|989&3|9&1|245&4|258&3|300&4|717&3|363&2|823&2|546&3
608&3|479&5|9&4|346&3|188&3|192&5|272&4|64&5|12&4|751&2|185&5|513&4;50&5|313&5|528&5|179&5;608&3|479&5|9&4|346&3|188&3|192&5|272&4|64&5|12&4|751&2|185&5|513&4|50&5|313&5|528&5|179&5
323&2|272&5|194&5|313&5|168&5|288&5|316&4|751&3|508&4|748&4|268&3|154&5;234&5|219&3|7&4|443&4;323&2|272&5|194&5|313&5|168&5|288&5|316&4|751&3|508&4|748&4|268&3|154&5|234&5|219&3|7&4|443&4
271&3|461&4|70&2|195&3|511&5|127&5|153&4|117&2|174&5|1514&3|234&4|175&5;82&4|233&2|88&4|1059&3;271&3|461&4|70&2|195&3|511&5|127&5|153&4|117&2|174&5|1514&3|234&4|175&5|82&4|233&2|88&4|1059&3
319&3|1397&4|215&3|582&4|243&1|117&2|498&5|47&2|268&2|705&5|228&3|709&4;470&2|785&3|44&3|1458&4;319&3|1397&4|215&3|582&4|243&1|117&2|498&5|47&2|268&2|705&5|228&3|709&4|470&2|785&3|44&3|1458&4
422&3|71&4|614&3|271&4|202&3|307&4|199&4|181&3|237&3|31&4|258&1|7&3;227&2|692&3|73&4|510&3;422&3|71&4|614&3|271&4|202&3|307&4|199&4|181&3|237&3|31&4|258&1|7&3|227&2|692&3|73&4|510&3
204&3|260&1|300&5|133&4|498&3|606&5|199&4|480&4|134&5|50&5|483&3|482&3;174&4|499&3|684&5|234&4;204&3|260&1|300&5|133&4|498&3|606&5|199&4|480&4|134&5|50&5|483&3|482&3|174&4|499&3|684&5|234&4
820&4|354&5|7&4|758&2|288&4|260&5|181&4|924&3|563&5|234&3|243&3|755&5;623&4|404&4|393&5|151&4;820&4|354&5|7&4|758&2|288&4|260&5|181&4|924&3|563&5|234&3|243&3|755&5|623&4|404&4|393&5|151&4
111&4|116&3|269&3|13&2|287&3|663&5|173&2|1022&4|238&4|382&4|242&3|8&5;580&2|110&1|108&4|692&5;111&4|116&3|269&3|13&2|287&3|663&5|173&2|1022&4|238&4|382&4|242&3|8&5|580&2|110&1|108&4|692&5
229&5|750&4|1244&4|7&5|642&4|222&5|284&3|203&5|258&4|331&4|1025&4|405&4;1278&4|413&3|471&5|1047&4;229&5|750&4|1244&4|7&5|642&4|222&5|284&3|203&5|258&4|331&4|1025&4|405&4|1278&4|413&3|471&5|1047&4
258&5|682&4|15&5|1620&4|310&5|1089&3|313&5|993&4|304&3|50&5|877&4|748&4;596&2|254&1|243&2|294&3;258&5|682&4|15&5|1620&4|310&5|1089&3|313&5|993&4|304&3|50&5|877&4|748&4|596&2|254&1|243&2|294&3
496&5|88&3|239&3|134&4|210&4|449&4|196&4|204&3|186&4|176&5|421&4|203&3;159&3|443&4|1063&5|50&5;496&5|88&3|239&3|134&4|210&4|449&4|196&4|204&3|186&4|176&5|421&4|203&3|159&3|443&4|1063&5|50&5
9&3|508&3|300&4|298&5|288&5|313&5|111&3|895&4|315&3|266&5|301&4|326&5;53&5|769&3|323&4|218&5;9&3|508&3|300&4|298&5|288&5|313&5|111&3|895&4|315&3|266&5|301&4|326&5|53&5|769&3|323&4|218&5
904&3|749&4|286&3|313&5|691&4|308&3|319&3|352&2|333&3|347&4|681&3|898&3;1671&1|259&4|328&3|877&2;904&3|749&4|286&3|313&5|691&4|308&3|319&3|352&2|333&3|347&4|681&3|898&3|1671&1|259&4|328&3|877&2
302&4|315&4|301&2|310&3|691&4|270&3|896&2|345&4|307&3|1038&2|286&4|752&3;334&3|268&5|328&2|347&5;302&4|315&4|301&2|310&3|691&4|270&3|896&2|345&4|307&3|1038&2|286&4|752&3|334&3|268&5|328&2|347&5
654&5|451&4|419&5|153&5|185&3|498&5|216&5|166&5|638&5|89&5|234&4|945&5;241&5|163&5|71&5|708&4;654&5|451&4|419&5|153&5|185&3|498&5|216&5|166&5|638&5|89&5|234&4|945&5|241&5|163&5|71&5|708&4
346&4|260&3|305&4|1463&4|905&2|354&2|1024&3|258&3|270&4|345&1|751&4|323&1;350&4|259&5|1279&3|306&5;346&4|260&3|305&4|1463&4|905&2|354&2|1024&3|258&3|270&4|345&1|751&4|323&1|350&4|259&5|1279&3|306&5
258&4|117&5|222&2|408&5|300&4|124&5|475&4|763&3|273&3|257&4|294&4|298&5;1&5|1007&4|147&4|15&4;258&4|117&5|222&2|408&5|300&4|124&5|475&4|763&3|273&3|257&4|294&4|298&5|1&5|1007&4|147&4|15&4
345&4|259&2|337&4|268&4|242&4|269&1|328&3|270&3|286&2|272&2|321&4|300&3;258&3|754&4|358&3|1038&1;345&4|259&2|337&4|268&4|242&4|269&1|328&3|270&3|286&2|272&2|321&4|300&3|258&3|754&4|358&3|1038&1
